Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
19,83.10243759432275,1,Holman Towel Wide Hill Climber,Holman Towel Wide Hill Climber,Strength,2,1,6.286607142857143,
43,87.47506712898627,2,Weighted Sit-Ups - With Bands,Weighted Sit-Ups - With Bands,Strength,9,1,8.0,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
31,62.49121756594405,2,Seated leg tuck with dumbbell,Seated leg tuck with dumbbell,Strength,4,1,6.286607142857143,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.
24,71.85902502341573,0,Holman Hands-Elevated Straight Plank Pike,Holman Hands-Elevated Straight Plank Pike,Strength,2,1,6.286607142857143,
20,66.11723178995089,1,Flutter kick,Flutter kick,Strength,2,1,6.286607142857143,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout."
40,64.43303151628984,0,30 Flutter Kick,30 Flutter Kick,Strength,2,1,6.286607142857143,"The flutter kick is a core exercise where the legs are held off the ground as you flutter your feet over and under each other in small motions. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout."
35,94.65725553211792,1,Holman Hand-Elevated Walk-Over Push-Up,Holman Hand-Elevated Walk-Over Push-Up,Strength,2,1,6.286607142857143,
55,67.98186933520003,2,Holman Boat with Feet Push-Out and Overhead Press,Holman Boat with Feet Push-Out and Overhead Press,Strength,4,1,6.286607142857143,
52,94.24108402142929,0,MetaBurn Split-Leg Crunch,MetaBurn Split-Leg Crunch,Strength,2,1,6.286607142857143,
32,54.091822987598775,0,Kneeling cable crunch,Kneeling cable crunch,Strength,3,1,8.9,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher."
42,59.92420754689713,2,Banded jumping jack,Banded jumping jack,Strength,2,1,6.286607142857143,"The banded jumping jack takes a classic plyometric exercise and adds an extra degree of difficulty in the form of a band surrounding the thighs, just above the knees. It can be performed for time or reps and is a great way to warm up for athletics or lower-body lifting."
54,69.21781778000877,0,MetaBurn Dumbbell Toe-Touch,MetaBurn Dumbbell Toe-Touch,Strength,4,1,6.286607142857143,
45,91.79328418269841,1,Hanging Leg Raise - Variation Gethin,Hanging Leg Raise - Variation Gethin,Strength,2,1,6.286607142857143,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout."
27,97.30888715611633,1,Holman Crab Kick with Hop,Holman Crab Kick with Hop,Strength,2,1,6.286607142857143,
56,80.9901876745669,1,Standing torso twist stretch,Standing torso twist stretch,Strength,2,1,6.286607142857143,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body."
34,81.20536402040602,1,Hand shift plank,Hand shift plank,Strength,2,1,6.286607142857143,The hand shift plank is a progression of the straight-arm plank exercise where you maintain a plank position as you shift your hands side to side. The additional movement forces the core muscles to work harder to stabilize.
56,100.71617959790328,2,Chin-up crunch,Chin-up crunch,Strength,2,1,6.286607142857143,The chin-up crunch is an exercise targeting the core and overall upper-body strength. It combines a chin-up with a knee raise or crunch to give extra emphasis to the core.
39,51.10747642359077,0,Double Kettlebell Swing,Double Kettlebell Swing,Strength,6,1,6.286607142857143,
43,73.87630171319543,1,V-up plus knee-to-chest combo,V-up plus knee-to-chest combo,Strength,2,1,6.286607142857143,The V-up plus knee-to-chest combo is a core exercise that targets the abdominals and hip flexors by combining two movements into a single sequence. It can be performed for time or reps in the ab-focused portion of any workout.
42,107.30949399834628,2,Holman Elbow Plank Saw,Holman Elbow Plank Saw,Strength,2,1,6.286607142857143,
34,92.22535871493605,0,Eiffel Tower leg raise,Eiffel Tower leg raise,Strength,2,1,6.286607142857143,"The Eiffel Tower leg raise is a bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It is similar to a V-up, but with the added challenge of “drawing” a pyramid shape in the air with the legs during each rep. It can be performed for time or reps in the core-focused portion of any workout."
30,73.60589929287943,0,Holman Straight Plank Dumbbell Reach-Under,Holman Straight Plank Dumbbell Reach-Under,Strength,4,1,6.286607142857143,
37,113.38673546307717,2,FYR2 Banded Frog Pump,FYR2 Banded Frog Pump,Strength,0,1,6.286607142857143,
42,104.08359092145677,2,Holman Weighted Kneeling Lift,Holman Weighted Kneeling Lift,Strength,9,1,6.286607142857143,
21,68.54268130657134,1,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
21,68.54268130657134,1,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
27,95.17028862680019,0,FYR2 Dumbbell Crab Reach,FYR2 Dumbbell Crab Reach,Strength,4,1,6.286607142857143,
20,91.70255097322698,0,Exercise Ball Knee Tuck - Gethin Varation,Exercise Ball Knee Tuck - Gethin Varation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
58,78.08315398272879,2,30 Landmine Twist,30 Landmine Twist,Strength,2,1,6.286607142857143,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side."
35,75.68692554433605,0,Holman Heavy Double Pike,Holman Heavy Double Pike,Strength,4,1,6.286607142857143,
53,74.04923323429928,1,Partner sit-up with high-five,Partner sit-up with high-five,Strength,2,0,0.0,The partner sit-up with high-five is a full-body exercise targeting the core. Partners each perform a sit-up and high-five each other mid rep.
39,93.20090483769528,0,Dumbbell Fix Dumbbell Mountain Climber,Dumbbell Fix Dumbbell Mountain Climber,Strength,4,1,6.286607142857143,
51,80.96869555364687,2,Jack Knives,Jack Knives,Strength,2,1,6.286607142857143,
25,108.23041792759955,2,Alternating High Knee Raise,Alternating High Knee Raise,Strength,2,1,6.286607142857143,
57,96.87218312937733,1,30 Cable Reverse Crunch,30 Cable Reverse Crunch,Strength,3,1,6.286607142857143,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically."
36,54.89521239966039,1,Bent-Over Reverse Cable Fly,Bent-Over Reverse Cable Fly,Strength,3,1,6.286607142857143,
59,94.81177566797163,0,Taylor Exercise Ball Stir-The-Pot,Taylor Exercise Ball Stir-The-Pot,Strength,5,1,6.286607142857143,
58,68.98032055501294,0,HM Hollow Hold,HM Hollow Hold,Strength,2,1,6.286607142857143,
54,91.49683941573959,2,Dumbbell crusher,Dumbbell crusher,Strength,4,1,6.286607142857143,"The dumbbell crusher is a dumbbell complex that combines a squat with a dumbbell curl, followed by a triceps press. It targets the legs, glutes, biceps, shoulders, and triceps in a single sequence, making it a great way to burn serious calories and hit a lot of muscles in a short period of time. The upper-body movements will determine the amount of weight you can effectively use."
23,97.6092351772416,1,Parallel bars knee raise,Parallel bars knee raise,Strength,2,1,6.286607142857143,"The parallel bars knee raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
43,66.15804324078084,1,Holman Hand-Elevated Side Plank Semicircle,Holman Hand-Elevated Side Plank Semicircle,Strength,2,1,6.286607142857143,
51,81.98010514162581,1,HM Table Pose,HM Table Pose,Strength,2,1,6.286607142857143,
23,63.32274039733475,0,Holman Plate Reverse Plank Hill Climber,Holman Plate Reverse Plank Hill Climber,Strength,9,1,6.286607142857143,
54,53.66372130505558,1,Decline kayak,Decline kayak,Strength,2,1,6.286607142857143,"The decline kayak is a core exercise targeting the obliques. It involves making a paddling motion on a decline bench with the feet anchored, using a bar or pipe for weight. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the ab-focused portion of a workout or circuit."
50,76.49334964401083,2,HM Slow Sit-Up,HM Slow Sit-Up,Strength,2,1,6.286607142857143,
39,75.40609902921943,2,Bear crawl hold,Bear crawl hold,Strength,2,1,6.286607142857143,"The bear crawl hold is a static variation of the bear crawl exercise performed for time. It looks simple, but it demands full-body tension and is taxing to the shoulders, core, and legs. It can be done as a full-body warm-up, as part of a bodyweight circuit or flow, or as a build-up to the traditional bear crawl."
38,119.68363434929799,0,Exercise ball squat and twist,Exercise ball squat and twist,Strength,5,1,6.286607142857143,"The exercise ball squat and twist is a combination exercise targeting the quads, but also the obliques because of the twisting motion with each repetition. The exercise ball is held close to the chest throughout. Because it is a lightweight movement, it is usually performed for high reps or for time, and can be a great part of a bodyweight and exercise ball circuit."
23,81.24466458383495,0,FYR2 Flutter Kick,FYR2 Flutter Kick,Strength,2,1,6.286607142857143,
23,73.34986846305404,1,HM Mountain Climber,HM Mountain Climber,Strength,2,1,6.286607142857143,
21,90.63325047016723,0,Holman Heavy Double Pike,Holman Heavy Double Pike,Strength,4,1,6.286607142857143,
47,56.21371758754379,2,Standing torso twist stretch,Standing torso twist stretch,Strength,2,1,6.286607142857143,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body."
28,117.31660151683693,1,Dumbbell crunch,Dumbbell crunch,Strength,4,1,6.286607142857143,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training."
47,94.44720319137232,2,HM Reverse Crunch,HM Reverse Crunch,Strength,2,1,6.286607142857143,
48,102.83864739585934,1,Dumbbell spell caster,Dumbbell spell caster,Strength,4,0,9.3,"The dumbbell spell caster is an exercise that primarily targets the abdominal muscles such as the obliques. However, it also works shoulders, back, hips, and legs, and demands all of those muscles work together in a coordinated motion. It is usually performed with relatively light weights for moderate to high reps, at least 8-12 reps per side. Make sure to only use a weight you can control."
41,61.933455672174226,0,Standing cable twist,Standing cable twist,Strength,3,1,6.286607142857143,"The standing cable twist is a core exercise that targets the abdominals, particularly the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout."
26,78.66344971036428,1,Alternating heel-touch,Alternating heel-touch,Strength,2,1,8.0,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout."
20,79.58823793773327,1,Holman Crab Kick,Holman Crab Kick,Strength,2,1,6.286607142857143,
48,107.52645107307607,2,FYR2 Squat-Clean-Alternating-Press Complex,FYR2 Squat-Clean-Alternating-Press Complex,Strength,6,1,6.286607142857143,
57,50.08656758315866,2,HM Hollow-Body Pulse,HM Hollow-Body Pulse,Strength,2,1,6.286607142857143,
54,71.05971758472785,1,Standing cable low-to-high twist,Standing cable low-to-high twist,Strength,3,1,9.3,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout."
53,118.68654620410128,0,Decline plate sit-up twist,Decline plate sit-up twist,Strength,9,1,6.286607142857143,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout."
41,83.2420580454353,0,Holman Elbow Plank Jack to Ninja Knees,Holman Elbow Plank Jack to Ninja Knees,Strength,2,1,6.286607142857143,
48,76.77683961708058,2,Suicides,Suicides,Strength,2,1,6.286607142857143,
23,58.38803014123525,0,Dumbbell Fix Dumbbell Russian Twist,Dumbbell Fix Dumbbell Russian Twist,Strength,4,1,6.286607142857143,
19,118.19152400396109,2,MetaBurn Alternating Knee-to-Elbow Mountain Climber,MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,2,1,6.286607142857143,
37,51.40184491480771,0,HM Slow Mountain Climber,HM Slow Mountain Climber,Strength,2,1,6.286607142857143,
45,101.60261575050703,1,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,4,1,6.286607142857143,
28,103.80198633519558,2,FYR Front Step,FYR Front Step,Strength,2,1,6.286607142857143,
21,67.05597012447066,2,Gorilla burpee,Gorilla burpee,Strength,2,1,6.286607142857143,"The gorilla burpee is a variation of the burpee exercise that consists of a reverse lunge on each leg, a full squat, then a standard burpee. It is extra challenging for the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
32,97.00909105291261,1,Crunch - Hands Overhead,Crunch - Hands Overhead,Strength,2,0,8.6,
23,56.505040106557296,2,30 Hanging Leg Raise With Dumbbell,30 Hanging Leg Raise With Dumbbell,Strength,4,1,6.286607142857143,
47,67.9933086502456,0,Decline leg lift with twist,Decline leg lift with twist,Strength,2,1,6.286607142857143,"The decline leg lift with twist is a bodyweight core exercise targeting the obliques and rectus abdominis or ""six-pack"" muscles, particularly the lower abs. It can be performed for time or for reps as part of the core-focused portion of any workout or circuit."
55,105.15313918045855,0,Pallof press with rotation,Pallof press with rotation,Strength,3,1,7.9,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.
19,110.52803344234782,2,McGill Modified Curl-Up,McGill Modified Curl-Up,Strength,2,1,6.286607142857143,
32,92.59404888618539,0,Holman Ninja Knee Hill Climber,Holman Ninja Knee Hill Climber,Strength,2,1,6.286607142857143,
28,85.47869022743379,2,HM Alternating Lunge Reach,HM Alternating Lunge Reach,Strength,2,1,6.286607142857143,
25,61.15128144332862,1,FYR2 Half-Moon,FYR2 Half-Moon,Strength,2,1,6.286607142857143,
43,54.417632315540516,2,Frog kick,Frog kick,Strength,2,1,6.286607142857143,"The frog kick is an explosive bodyweight movement that involves hopping the rear legs up and forward from a straight-arm plank position. It targets the legs, core, and shoulders, but is also a high-intensity conditioning movement that will raise core body temperature and burn serious calories. It can be performed for time or reps as part of any athleticism-focused or fat-loss circuit or workout."
22,58.235431993149106,1,Holman Hands Down Heel Click,Holman Hands Down Heel Click,Strength,2,1,6.286607142857143,
23,65.91501100672691,0,Exercise Ball Knee Tuck - Gethin Varation,Exercise Ball Knee Tuck - Gethin Varation,Strength,5,1,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
43,73.91721513278446,1,HM Alternating Lunge Reach,HM Alternating Lunge Reach,Strength,2,1,6.286607142857143,
21,76.66366678576911,0,Holman Feet-Elevated Left Side Plank,Holman Feet-Elevated Left Side Plank,Strength,2,1,6.286607142857143,
36,74.24252380123025,2,Exercise ball crunch,Exercise ball crunch,Strength,5,1,8.4,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo focusing on a hard contraction, or for higher reps."
37,66.7338732538086,0,Alternating single-leg sprawl,Alternating single-leg sprawl,Strength,2,1,6.286607142857143,"The alternating single-leg sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It differs from a standard sprawl by including a single-leg plank instead of a regular plank at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
50,85.68069727261887,2,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
50,85.68069727261887,2,Exercise Ball Cable Crunch - Gethin Variation,Exercise Ball Cable Crunch - Gethin Variation,Strength,3,1,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
37,107.77002757630278,2,Holman Towel Wide Hill Climber,Holman Towel Wide Hill Climber,Strength,2,1,6.286607142857143,
29,69.57924769300354,1,Lying leg lift,Lying leg lift,Strength,2,1,6.286607142857143,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
18,115.96709133715632,1,MetaBurn Scorpion,MetaBurn Scorpion,Strength,2,1,6.286607142857143,
43,111.13356632066935,1,Holman Straight Plank to Kick-Up,Holman Straight Plank to Kick-Up,Strength,2,1,6.286607142857143,
31,61.32349479464767,1,AM Decline Abs,AM Decline Abs,Strength,2,1,6.286607142857143,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement."
55,105.03931697299662,0,FYR2 Double-Under,FYR2 Double-Under,Strength,2,1,6.286607142857143,
54,90.22111676224367,0,Holman Wounded Bear Crawl,Holman Wounded Bear Crawl,Strength,2,1,6.286607142857143,
28,89.6602753519993,0,Holman Hill Climber,Holman Hill Climber,Strength,2,1,6.286607142857143,
53,77.37299341407221,2,Holman Heavy Double Pike,Holman Heavy Double Pike,Strength,4,1,6.286607142857143,
30,85.08070994274068,0,Holman Alternating Rolling Elbow Plank,Holman Alternating Rolling Elbow Plank,Strength,2,1,6.286607142857143,
20,77.80251442004477,0,Side plank,Side plank,Strength,2,1,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
50,87.781283313196,0,Hanging Leg Raises,Hanging Leg Raises,Strength,2,1,6.286607142857143,
23,93.95650369408452,1,Seated leg lift,Seated leg lift,Strength,2,1,6.286607142857143,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.
27,97.20126644863339,0,HM Hollow-Body Pulse,HM Hollow-Body Pulse,Strength,2,1,6.286607142857143,
22,87.27368347915983,2,Holman Alternating Diagonal Straight Plank,Holman Alternating Diagonal Straight Plank,Strength,2,1,6.286607142857143,
40,100.49954471301122,1,BOSU cross-body crunch,BOSU cross-body crunch,Strength,5,1,6.286607142857143,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball."
27,59.88946344928541,2,Lunge with overhead reach,Lunge with overhead reach,Strength,2,1,6.286607142857143,The lunge with overhead reach is a full-body bodyweight movement targeting the quads and shoulders. It has both strength and mobility benefits and can be performed one leg at a time or alternating for time or for reps.
19,64.8387743631567,0,Bottoms Up,Bottoms Up,Strength,2,1,9.3,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
30,107.3114502851989,1,Holman Straight Plank Shoulder Tap,Holman Straight Plank Shoulder Tap,Strength,2,1,6.286607142857143,
57,72.57695844924906,2,Total Fitness Hollow Hold,Total Fitness Hollow Hold,Strength,2,1,6.286607142857143,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime."
19,51.60256774832842,0,HM Floor Wiper,HM Floor Wiper,Strength,2,1,6.286607142857143,
37,60.765380476762175,2,Holman Slow Weighted Double Pike,Holman Slow Weighted Double Pike,Strength,9,1,6.286607142857143,
18,65.65301041474179,2,Spider crawl,Spider crawl,Strength,2,1,9.2,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
54,117.0126021526211,2,30 Landmine Twist,30 Landmine Twist,Strength,2,1,6.286607142857143,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side."
26,90.11290002515946,0,Partner side Russian twist and pass,Partner side Russian twist and pass,Strength,8,0,0.0,"The partner side Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It primarily targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout."
34,115.29115183333784,0,Side lunge cross-body heel-touch,Side lunge cross-body heel-touch,Strength,2,1,6.286607142857143,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge."
26,90.26143453476374,2,Hanging Leg Raises,Hanging Leg Raises,Strength,2,1,6.286607142857143,
28,83.55481080964962,1,Holman Alternating Diagonal Straight Plank,Holman Alternating Diagonal Straight Plank,Strength,2,1,6.286607142857143,
32,71.96093838358672,1,Lateral ape,Lateral ape,Strength,2,1,6.286607142857143,"The lateral ape is an exercise focused on the lower body that involves staying in a low squat position as you hop laterally. It can be performed as part of a dynamic warm-up, to improve hip mobility, or as part of a fat-loss or athleticism-focused circuit workout."
41,92.44596611033629,0,Plate Twist,Plate Twist,Strength,9,0,9.0,
55,59.743861723227084,0,Holman Feet-Elevated Hip Raise,Holman Feet-Elevated Hip Raise,Strength,2,1,6.286607142857143,
52,112.87831391048942,0,Holman Right Side Plank with Left Triceps Press,Holman Right Side Plank with Left Triceps Press,Strength,4,1,6.286607142857143,
47,108.05326835988986,0,Holman Supine Double Pike,Holman Supine Double Pike,Strength,2,1,6.286607142857143,
48,72.22720135137159,0,Holman Weighted Cross Punch,Holman Weighted Cross Punch,Strength,9,1,6.286607142857143,
22,116.6958269320906,1,Smith machine V-up,Smith machine V-up,Strength,7,1,6.286607142857143,The smith machine V-up is a weighted abdominal exercise that involves pressing a weighted bar upward while performing a V-up. Performing it in a Smith machine eliminates the balance challenge of a free weight. It is usually performed for moderate to high reps in the ab-focused portion of a workout.
31,107.76405371908977,0,Stomach Vacuum,Stomach Vacuum,Stretching,2,0,8.5,
28,96.64148200845278,2,Lying bench reverse crunch,Lying bench reverse crunch,Strength,2,1,7.7,"The lying bench reverse crunch is a popular ab exercise performed by bringing the knees toward the chest while lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more."
26,58.523333778769235,2,Shoulder tap,Shoulder tap,Strength,2,1,6.286607142857143,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep."
51,83.47638161336505,1,Holman Weighted Right Side Diagonal Pike,Holman Weighted Right Side Diagonal Pike,Strength,9,1,6.286607142857143,
29,85.42752883927255,2,Total Fitness Spider Crawl (Unweighted),Total Fitness Spider Crawl (Unweighted),Strength,2,1,6.286607142857143,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
52,66.27859508557661,1,Lying Leg Pullover,Lying Leg Pullover,Strength,4,1,6.286607142857143,
52,55.59757760515114,1,Flat Bench Lying Leg Raise,Flat Bench Lying Leg Raise,Strength,2,1,8.4,"The lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout."
18,104.37065413301849,2,Holman Plate In-and-Out Push-Up,Holman Plate In-and-Out Push-Up,Strength,9,1,6.286607142857143,
57,58.54245364870765,0,FYR Banded Plank Jack,FYR Banded Plank Jack,Strength,0,1,6.286607142857143,"The banded plank jack is a variation on the plank that involves moving the legs in and out for repetitions. Having a band around the thighs forces the lower body to work harder, particularly the hips and glutes. The plank jack is commonly performed as part of a bodyweight circuit, or as part of a dynamic warm-up."
39,91.60035253932423,2,Holman Weighted Traveling Punch,Holman Weighted Traveling Punch,Strength,9,1,6.286607142857143,
46,115.55144217185624,2,McGill Pull-Up,McGill Pull-Up,Strength,2,1,6.286607142857143,
25,111.32736348186297,1,ACFT Hanging leg tuck,ACFT Hanging leg tuck,Strength,2,1,6.286607142857143,"The hanging leg tuck is an exercise targeting the entire body, including the arms, upper back, abs, and hip flexors. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It is performe while hanging from a bar and combines elements of a pull-up with a leg raise. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps."
28,69.44268366244827,2,FYR2 Kettlebell Juggle,FYR2 Kettlebell Juggle,Strength,6,1,6.286607142857143,
58,109.60140462858857,1,HM Table Pose,HM Table Pose,Strength,2,1,6.286607142857143,
54,50.02327542843426,0,Swiss Ball V-Up With Foot Pass,Swiss Ball V-Up With Foot Pass,Strength,5,1,6.286607142857143,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit."
31,51.238146672928,0,Advanced Kettlebell Windmill,Advanced Kettlebell Windmill,Strength,6,0,8.3,
47,92.17872146900055,0,Partner target sit-up,Partner target sit-up,Strength,2,0,0.0,"The partner target sit-up is a core exercise where one partner performs sit-ups, while the other uses his or her hands to create a target for them to reach for. This increases the challenge of each rep. It can be performed for time or reps in the ab-focused portion of any workout."
52,75.53587534011706,2,Holman Feet-Elevated Up-Down Plank,Holman Feet-Elevated Up-Down Plank,Strength,2,1,6.286607142857143,
38,77.0522588811403,1,Medicine ball rotational throw,Medicine ball rotational throw,Strength,8,1,0.0,"The medicine ball rotational throw is an explosive exercise targeting the abdominals, including the obliques, as well as the hips and upper back. It involves standing sideways to the wall and twisting the torso to hurl a medicine ball into the wall, then catching the ball on the ricochet. It can be performed for lower reps with a focus on power, or for higher reps with a focus on fat loss and conditioning."
