Title,Type,Equipment,Level,Rating,Desc
Holman Straight Plank Right-Left Jack to Split Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Jack to Ninja Knees,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Side Elbow Plank with Left Leg Swing,Strength,Body Only,Intermediate,6.286607142857143,
Holman Left Side Elbow Plank with Right Leg Swing,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Body Only,Intermediate,6.286607142857143,
Holman Boat Press with Leg Extension,Strength,Body Only,Intermediate,6.286607142857143,
Holman Shoulder Tap to Dirty Dog,Strength,Body Only,Intermediate,6.286607142857143,
Holman Standing Russian Twist,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hovering Plank with Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank to Walk-Up Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Pike to Renegade Row,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Hip Drop to Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Crab Kick,Strength,Body Only,Intermediate,6.286607142857143,
Holman Wounded Bear Crawl,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Crab Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hovering Panther Core Stabilizer,Strength,Body Only,Intermediate,6.286607142857143,
Holman Burpee to Forward Lunge,Strength,Body Only,Intermediate,6.286607142857143,
Holman Seated Knee Pull-In Series,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Boat Pull-Over,Strength,Body Only,Intermediate,6.286607142857143,
Holman Squat Pulse to Plyometric Jump,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hands Down Heel Click,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank to Kick-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hands-Elevated Split Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Plank Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hand-Elevated Side Plank Semicircle,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hands-Elevated Straight Plank Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Rolling Elbow Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Squat Thrust to Alternating Knee-In,Strength,Body Only,Intermediate,6.286607142857143,
Holman Supine Double Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Alternating Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Seated Killer Abs,Strength,Body Only,Intermediate,6.286607142857143,
Holman Side Plank Hip Drop,Strength,Body Only,Intermediate,6.286607142857143,
Holman Wide Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight-Legged Bicycle,Strength,Body Only,Intermediate,6.286607142857143,
Holman Stair Toe Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank Ninja,Strength,Body Only,Intermediate,6.286607142857143,
Holman Traveling Stair Climb Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Hands-Elevated Burpee,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Donkey Kick,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Straight Plank Pike Pull,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Burpee,Strength,Body Only,Intermediate,6.286607142857143,
Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight-Legged Hip Raise,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Ninja Knee Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Hip Raise,Strength,Body Only,Intermediate,6.286607142857143,
Holman Left Hand Right Foot Crab Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Hand Left Foot Sleeping Crab,Strength,Body Only,Intermediate,6.286607142857143,
Holman Left Hand Right Foot Sleeping Crab,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank with Alternating Leg Kick-Under,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Hip Drop Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Side Diagonal Burpee,Strength,Body Only,Intermediate,6.286607142857143,
Holman Left Hip Drop Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Leg 7-Up Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Holman Left Leg 7-Up Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Couch Hill Climber,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Right Side Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Up-Down Plank to Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Ninja Knee Straight Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Reverse Crunch to Hip Raise,Strength,Body Only,Intermediate,6.286607142857143,
Holman Straight Plank Quick Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Diagonal Straight Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Feet-Elevated Left Side Plank,Strength,Body Only,Intermediate,6.286607142857143,
Holman Right Hand Left Foot Crab Reach,Strength,Body Only,Intermediate,6.286607142857143,
Holman Low-Impact Crab Kick,Strength,Body Only,Intermediate,6.286607142857143,
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
Holman High-Impact Crab Kick,Strength,Body Only,Intermediate,6.286607142857143,
Holman Single-Leg Right Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Single-Leg Left Pike,Strength,Body Only,Intermediate,6.286607142857143,
Holman Shoulder Tap to Hand Tap,Strength,Body Only,Intermediate,6.286607142857143,
Holman Towel Reverse Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
Holman Side-to-Side Twist,Strength,Body Only,Intermediate,6.286607142857143,
Holman Crab Kick with Hop,Strength,Body Only,Intermediate,6.286607142857143,
Holman Crab Reach to Crab Kick,Strength,Body Only,Intermediate,6.286607142857143,
Holman Wide Squat Side-to-Side Obliques,Strength,Body Only,Intermediate,6.286607142857143,
Holman Side Plank Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Total Fitness Ab Tuck,Strength,Body Only,Intermediate,6.286607142857143,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
Active hang from bar,Strength,Body Only,Intermediate,6.286607142857143,"The active hang from bar is a static exercise that involves isometrically squeezing the shoulders into the sockets and activating the muscles of the upper back and core. It can be used to improve pull-up form or to do more pull-ups, but also has postural and shoulder health benefits."
Cat-cow,Strength,Body Only,Intermediate,6.286607142857143,Cat-cow is a traditional yoga pose that is also popular in fitness and strength training. It targets spinal mobility and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.
Crab walk,Strength,Body Only,Intermediate,6.286607142857143,"The crab walk is a full-body exercise that has been popular in schools and gym classes for decades. It's a full-body coordination challenge that also burns serious calories, making it an excellent inclusion in a full-body warm-up or bodyweight circuit workout."
Lunge with overhead reach,Strength,Body Only,Intermediate,6.286607142857143,The lunge with overhead reach is a full-body bodyweight movement targeting the quads and shoulders. It has both strength and mobility benefits and can be performed one leg at a time or alternating for time or for reps.
Hang from bar,Strength,Body Only,Intermediate,6.286607142857143,"The hang from bar is a static exercise that involves hanging from a bar by two hands. It can either be an ""active hang,"" where you pack the shoulders and activate the muscles of the upper back, or a ""passive hang,"" where you let the shoulders unpack and let the muscles of the upper body stretch. A passive hang may not be appropriate for all people depending on their shoulder health, but many coaches believe hanging can be healthy for the shoulders when done properly."
Total Fitness Hollow Hold,Strength,Body Only,Intermediate,6.286607142857143,"The hollow-body hold is an isometric exercise that increases strength and stability in the core muscles. It is common in gymnastics training, CrossFit training, and as a core tension and bracing drill for lifters and athletes of all types. It is performed for time and can be performed as an activation drill prior to lifting, as part of a circuit, or as equipment-free core training anytime."
Total Fitness Side Plank,Strength,Body Only,Intermediate,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
Side plank pulse,Strength,Body Only,Intermediate,6.286607142857143,"The side plank pulse is a dynamic version of the side plank exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It can be performed for time or reps and can work in a warm-up or in the core-focused portion of any workout."
Total Fitness Spider Crawl (Unweighted),Strength,Body Only,Intermediate,6.286607142857143,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning."
Total Fitness V-Up,Strength,Body Only,Intermediate,6.286607142857143,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout."
MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Body Only,Intermediate,6.286607142857143,
Alternating sit-through with crunch-,Strength,Body Only,Intermediate,6.286607142857143,"The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence."
MetaBurn Alternating Toe-Touch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Janda Sit-Up,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Oblique Roll Crunch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plank Jack,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plank To Alternating Side Plank,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plank Up-Down,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plank Wiper,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plank With Alternating Toe-Touch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Plyo Push-Up,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Psycho Crunch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Scapular Retraction Plank,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Scapular Retraction Plank Hold,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Scorpion,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Side Crawler,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Side Plank Oblique Crunch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Sit-Through,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Sit-Up To V-Up,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Sit-Up With Rotation,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Split-Leg Crunch,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Tabletop Hip Thrust,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Tabletop With Russian Kick,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn Toe Driver Abs,Strength,Body Only,Intermediate,6.286607142857143,
MetaBurn-V-Up,Strength,Body Only,Intermediate,6.286607142857143,
X-body V-up,Strength,Body Only,Intermediate,6.286607142857143,"The X-body V-up is a bodyweight abdominal exercise performed on the floor. It is similar to the popular V-up exercise, but is performed with the arms and legs out wide in an X-shape. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
MetaBurn Swivel Crunch,Strength,Body Only,Intermediate,6.286607142857143,
Robertson Core-Engaged Dead Bug,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Double-Under,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Flutter Kick,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Half-Moon,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Leopard Crawl,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Plank Alternating Front Step,Strength,Body Only,Intermediate,6.286607142857143,
FYR2 Shoulder Tap,Strength,Body Only,Intermediate,6.286607142857143,
Hand shift plank,Strength,Body Only,Intermediate,6.286607142857143,The hand shift plank is a progression of the straight-arm plank exercise where you maintain a plank position as you shift your hands side to side. The additional movement forces the core muscles to work harder to stabilize.
Cross-body plank march,Strength,Body Only,Intermediate,6.286607142857143,"The cross-body plank march is an exercise targeting the entire core but especially the obliques. It’s more difficult than a standard plank, with the extra stabilization challenge of bringing one knee at a time off the ground toward the opposing elbow. This will increase the challenge to the core and shoulder muscles, but also present a coordination and balance challenge."
Bent-knee Copenhagen hip adduction,Strength,Body Only,Intermediate,6.286607142857143,"The bent-knee Copenhagen hip adduction is an advanced exercise that combines the isometric stabilization of the Copenhagen plank with dynamic adductions to challenge the core stabilizers and adductors. This exercise targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but places extra emphasis on the adductors and is more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank or Copenhagen plank first."
Copenhagen plank,Strength,Body Only,Intermediate,6.286607142857143,"The Copenhagen plank is an advanced version of the side plank performed with one foot on a bench and the other foot hovering under it. This exercise targets the same muscles as the side plank, including the obliques, shoulders, and lateral hips, but places extra emphasis on the adductors and is more difficult than side planks on the floor. Most lifters will need to progress to this version after mastering the basic side plank or feet-elevated side plank first."
ACFT Hanging leg tuck,Strength,Body Only,Intermediate,6.286607142857143,"The hanging leg tuck is an exercise targeting the entire body, including the arms, upper back, abs, and hip flexors. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It is performe while hanging from a bar and combines elements of a pull-up with a leg raise. Experienced lifters make these look easy, but beginners may need time to build up to sets of 8-12 reps."
Alternating hanging knee raise,Strength,Body Only,Intermediate,6.286607142857143,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
Plank To Sphinx,Strength,Body Only,Intermediate,6.286607142857143,
Twisting Mountain Climbers,Strength,Body Only,Intermediate,6.286607142857143,
Jack Knives,Strength,Body Only,Intermediate,6.286607142857143,
Hanging Leg Raises,Strength,Body Only,Intermediate,6.286607142857143,
Dumbbell suitcase crunch,Strength,Medicine Ball,Intermediate,9.0,"The dumbbell suitcase crunch is a weighted version of a popular abdominal training exercise. The simple addition of a weight makes the suitcase crunch far more difficult, helping build the ""six pack"" muscles and providing a different stimulus to the core during training."
Medicine ball rotational throw,Strength,Medicine Ball,Intermediate,0.0,"The medicine ball rotational throw is an explosive exercise targeting the abdominals, including the obliques, as well as the hips and upper back. It involves standing sideways to the wall and twisting the torso to hurl a medicine ball into the wall, then catching the ball on the ricochet. It can be performed for lower reps with a focus on power, or for higher reps with a focus on fat loss and conditioning."
Hollow-hold ball toss,Strength,Medicine Ball,Intermediate,0.0,"The hollow-hold ball toss is a more difficult version of the hollow-body hold exercise. It involves tossing a ball to a partner while maintaining an isometric hold in the hollow-body position. It can be done for reps or time in any ab-focused workout, or in an ""I go, you go"" format."
Partner front Russian twist and pass,Strength,Medicine Ball,Beginner,0.0,"The partner front Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout."
Sit-up with single-arm overhand throw,Plyometrics,Medicine Ball,Intermediate,0.0,"The sit-up with single-arm overhand throw is an exercise targeting the core muscles, but the inclusion of the throw also brings in other upper-body muscles. When you come to the top of the sit-up position, you throw a medicine ball using one arm to a partner who then throws it right back to you to be caught with both hands. It can be performed for time or reps as part of the ab-focused portion of any workout."
Medicine ball partner twist,Plyometrics,Medicine Ball,Intermediate,0.0,"The medicine ball partner twist is a plyometrics exercise targeting the core muscles, particularly the obliques. You and a partner stand back to back and rotate in unison to pass a medicine ball back and forth on alternating sides."
Partner side Russian twist and pass,Strength,Medicine Ball,Beginner,0.0,"The partner side Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It primarily targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout."
Medicine ball half moon,Strength,Medicine Ball,Intermediate,6.286607142857143,"The medicine ball half moon is a dynamic core exercise performed around and over a medicine ball or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, and targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a medicine ball and bodyweight circuit workout."
Exercise ball roll-out,Strength,Medicine Ball,Intermediate,6.286607142857143,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion."
Medicine ball pass,Strength,Medicine Ball,Intermediate,6.286607142857143,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back and forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training."
Partner medicine ball sit-up,Strength,Medicine Ball,Intermediate,6.286607142857143,"The partner medicine ball sit-up is a more difficult version of the traditional abdominal exercise. Two partners pass a medicine ball back and forth at the top of each rep, so each one must alternate a weighted rep with an unweighted rep. This technique can be done for reps or time in any ab-focused workout, in an ""I go, you go"" format."
Medicine ball Russian twist,Strength,Medicine Ball,Intermediate,6.286607142857143,"The medicine ball Russian twist is a weighted version of a popular abdominal training exercise. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in the ab-focused portion of any workout."
30 Medicine Ball Slam,Strength,Medicine Ball,Intermediate,6.286607142857143,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout."
Medicine ball twist,Strength,Medicine Ball,Intermediate,6.286607142857143,"The medicine ball twist is an exercise targeting the abdominal muscles, particularly the obliques. It is similar in many ways to a Russian twist exercise. The ball is held tight to the chest throughout the movement, and then the torso is rotated from side to side for the desired number of reps or a set amount of time."
FYR2 Medicine Ball Complex,Strength,Medicine Ball,Intermediate,6.286607142857143,
FYR2 Medicine Ball Fire-Feet Drill,Strength,Medicine Ball,Intermediate,6.286607142857143,
FYR2 Medicine Ball Knees-to-Chest,Strength,Medicine Ball,Intermediate,6.286607142857143,
FYR2 Medicine Ball Mountain Climber,Strength,Medicine Ball,Intermediate,6.286607142857143,
Exercise Ball Pull-In,Strength,Exercise Ball,Intermediate,8.9,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
Exercise ball crunch,Strength,Exercise Ball,Intermediate,8.4,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo focusing on a hard contraction, or for higher reps."
Feet-elevated crunch,Strength,Exercise Ball,Intermediate,7.3,"The feet-elevated crunch is a variation on the basic crunch, a very popular ab move. Resting the feet on a bench takes some of the hip flexor activation out of the movement, focusing the stress more on the abs. It may have a small range of motion, but this movement produces a major burn."
Weighted Ball Side Bend,Strength,Exercise Ball,Beginner,6.4,
Swiss Ball Ab Roll-Out,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, you roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion."
Exercise Ball Cable Crunch - Gethin Variation,Strength,Cable,Intermediate,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
Exercise ball squat and twist,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball squat and twist is a combination exercise targeting the quads, but also the obliques because of the twisting motion with each repetition. The exercise ball is held close to the chest throughout. Because it is a lightweight movement, it is usually performed for high reps or for time, and can be a great part of a bodyweight and exercise ball circuit."
Swiss Ball V-Up With Foot Pass,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit."
Exercise ball pike,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball pike is a challenging move that targets the core. It involves thrusting the hips into full flexion over a ball, then extending out to a foot-elevated plank with the feet on the ball. It's a challenging move from a strength perspective, but also for balance. It can be the centerpiece of an ab workout or go along with other body weight or ball movements in an ab circuit."
Exercise ball bird dog,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise."
Exercise ball superman,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball superman is a slightly more advanced variation of the bodyweight superman exercise. It targets many muscles along the posterior or backside of the body, including the rear deltoids, trapezius, spinal erectors, glutes, and hamstrings. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise."
BOSU cross-body crunch,Strength,Exercise Ball,Intermediate,6.286607142857143,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball."
Exercise Ball Knee Tuck - Gethin Varation,Strength,Exercise Ball,Intermediate,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
Alternating Exercise Ball Knee Tucks - Gethin Variation,Strength,Exercise Ball,Intermediate,6.286607142857143,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.
AM Ball Crunch,Strength,Exercise Ball,Intermediate,6.286607142857143,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps."
30 Bosu Cable Reverse Crunch,Strength,Exercise Ball,Intermediate,6.286607142857143,
BOSU knee tuck,Strength,Exercise Ball,Intermediate,6.286607142857143,"The BOSU knee tuck is a dynamic abdominal movement performed on a BOSU ball or other stability training device. It primarily targets the rectus abdominis or ""six-pack"" muscles of the core. It can be performed for time or reps as part of an ab-focused workout or a circuit involving body weight or the BOSU ball."
30 Side Plank On Ball,Strength,Exercise Ball,Intermediate,6.286607142857143,"The feet-elevated side plank on ball is a more advanced version of a traditional bodyweight side plank. The feet are balanced on an exercise ball, providing a balance challenge but also increasing the load placed upon the obliques and shoulder muscles. It is usually performed for timed holds, either one side at a time or alternating sides. If a ball is unavailable, some of the benefits of the movement can be obtained by performing side planks with the feet elevated on a couch, chair, bench, or other stable object."
Hanging exercise ball leg raise,Strength,Exercise Ball,Intermediate,6.286607142857143,"The hanging exercise ball leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of an apparatus, it's performed hanging from a bar with an exercise ball held between the legs."
Taylor Exercise Ball Stir-The-Pot,Strength,Exercise Ball,Intermediate,6.286607142857143,
FYR2 Air Ball,Strength,Exercise Ball,Intermediate,6.286607142857143,
Feet-elevated plank on ball,Strength,Exercise Ball,Intermediate,6.286607142857143,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout."
